Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
ಘಟನೆಯು  ಶಾಂತಿಯಂತೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the event to peace but implies it was actually terrifying, emphasizing the unexpected nature of the situation."",
  ""answer"": 0
}",0,,0
ಆ ಕಟ್ಟಡವು ಸರ್ಕಾರಿ ಕಚೇರಿಯಂತೆ ಸುಸಜ್ಜಿತವಾಗಿತ್ತು,ಆ ಕಟ್ಟಡ ಸುಸಜ್ಜಿತವಾಗಿತ್ತು,ಆ ಕಟ್ಟಡ ಸುಸಜ್ಜಿತವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the building to a government office, emphasizing that it was well-maintained and organized."",
  ""answer"": 0
}",0,,0
ಆ ವಸ್ತು ಗೋಡೆಯ ಹಾಗೆ ಪ್ರತಿಬಿಂಬವಾಗಿತ್ತು,ಆ ವಸ್ತು ಪ್ರತಿಬಿಂಬವಾಗಿತ್ತು,ಆ ವಸ್ತು ಪ್ರತಿಬಿಂಬವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor suggests that the object was reflecting like a mirror on the wall, so the closest meaning is that the object was reflecting, option 0."",
  ""answer"": 0
}",0,,0
ಆ ಪ್ರತಿಮೆಯು ಏಕತೆಯ ಪ್ರತಿಮೆಯಷ್ಟು ಎತ್ತರವಾಗಿತ್ತು,ಆ ಪ್ರತಿಮೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಪ್ರತಿಮೆ ಎತ್ತರವಾಗಿರಲಿಲ್ಲ,0,"{
  ""explanation"": ""The metaphor is comparing the height of the statue to unity, suggesting that the statue was not taller than unity."",
  ""answer"": 1
}",1,,0
ಆ ಪ್ರತಿಮೆಯು ದ್ವಜಸ್ತಂಬದಷ್ಟು ಎತ್ತರವಾಗಿತ್ತು,ಆ ಪ್ರತಿಮೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಪ್ರತಿಮೆ ಎತ್ತರವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the height of the statue to the height of a pillar. The closest meaning would be that the statue was as tall as a pillar, so option 0) ಆ ಪ್ರತಿಮೆ ಎತ್ತರವಾಗಿತ್ತು."",
  ""answer"": 0
}",0,,0
ಆ ಸದ್ದು ಪಟಾಕಿಯಂತೆ ಇಂಪಾಗಿದೆ,ಆ ಸದ್ದು ಇಂಪಾಗಿದೆ,ಆ ಸದ್ದು ಇಂಪಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the sound to a firecracker, indicating that it is very loud and intense."",
  ""answer"": 0
}",0,,0
ಆ ಸಿನಿಮಾ ಕಾಮಿಡಿ ಚಿತ್ರದಷ್ಟು ಭಯ ಮೂಡಿಸಿತ್ತು,ಆ ಸಿನಿಮಾ ಭಯ ಮೂಡಿಸಿತ್ತು,ಆ ಸಿನಿಮಾ ಭಯ ಮೂಡಿಸಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the level of fear induced by the movie to that of a horror comedy film, so option 0) is the closest in meaning."",
  ""answer"": 0
}",0,,0
ಆ ವಿಷಯವೂ ಬಿರಿಯಾನಿ ತಯಾರಿಸುವಷ್ಟು ಸುಲಭ,ಆ ವಿಷಯ ಸುಲಭ,ಆ ವಿಷಯ ಕಷ್ಟ,1,"{
  ""answer"": 0
}  

Explanation: In this metaphor, the act of preparing biryani is compared to the ease of the subject. Biryani preparation is known to be a complex process involving multiple steps and ingredients, so the comparison implies that the subject is difficult. Therefore, the meaning closer to the metaphor is option 1) ಆ ವಿಷಯ ಕಷ್ಟ.",0,,0
ಅದು ಮ್ಯಾರಥಾನ್ ಓಟದಷ್ಟು ವೇಗವಾಗಿದೆ,ಅದು ತುಂಬಾ ವೇಗ,ಅದು ನಿಧಾನ,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares the speed of something to the speed of a marathon runner, which implies that it is very fast. Therefore, option 0) ಅದು ತುಂಬಾ ವೇಗ is the closest in meaning.""
}",0,,0
ಅದು ಆನ್ಲೈನ್ ಕ್ಲಾಸ್ ನಷ್ಟು ಆಸಕ್ತಿದಾಯಕವಾಗಿತ್ತು,ಅದು ಆಸಕ್ತಿದಾಯಕವಾಗಿತ್ತು,ಅದು ಆಸಕ್ತಿದಾಯಕವಾಗಿರಲಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor is comparing the interest level of the online class to something else. The meaning closest to the metaphor would be that it was interesting or engaging."",
  ""Answer"": 0
}",0,,0
ಅವರು ಪದವೀಧರರಷ್ಟು ಜ್ಞಾನವುಳ್ಳವರಾಗಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಜ್ಞಾನ ಹೊಂದಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಜ್ಞಾನ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""This metaphor implies that they possess a lot of knowledge."",
  ""answer"": 0
}",0,,0
ಅದು  ಕೆರಯಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ಡ್ಯಾಮ್ ನಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ಡ್ಯಾಮ್ ನಷ್ಟು ದೊಡ್ಡದಲ್ಲ,1,"{
  ""explanation"": ""Comparing something to a diamond implies it is precious and valuable, therefore the meaning closer to the metaphor would be 'It is very valuable and precious'."",
  ""answer"": 0
}",0,,0
ಆ ವಸ್ತು  ನೀರಿನಷ್ಟು ಬಿಸಿಯಾಗಿದೆ,ಆ ವಸ್ತು ಬಿಸಿಯಾಗಿದೆ,ಆ ವಸ್ತು ತಣ್ಣಗಿದೆ,1,"{
  ""explanation"": ""The metaphor is comparing the object to being as wet as water, so the closest meaning is that the object is wet."",
  ""answer"": 0
}",0,,0
ಆ ಜೀವಿಯು ಬೆಕ್ಕಿನಷ್ಟು ಚಿಕ್ಕದಾಗಿದೆ,ಆ ಜೀವಿಯ ಗಾತ್ರ ಚಿಕ್ಕದು,ಆ ಜೀವಿಯ ಗಾತ್ರ ದೊಡ್ಡದು,1,"{
  ""explanation"": ""The metaphor compares the size of the living being to that of an ant, emphasizing its smallness. Therefore, the closest meaning would be that the size of the living being is small (Option 0)."",
  ""answer"": 0
}",0,,0
ಆ ವಸ್ತು ಚಾಕುವಿನಂತೆ ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಿದೆ,ಆ ವಸ್ತು ಅರಿತವಾಗಿಲ್ಲ,0,"{
  ""Startphrase"": ""ಆ ವಸ್ತು ಚಾಕುವಿನಂತೆ ಹರಿತವಾಗಿದೆ"",
  ""Options"": [
    ""ಆ ವಸ್ತು ಹರಿತವಿದೆ"",
    ""ಆ ವಸ್ತು ಅರಿತವಾಗಿಲ್ಲ""
  ],
  ""Explanation"": ""This metaphor is implying that the object is sharp and",1,NG,0
ಆ ವಸ್ತು ಪೆನ್ಸಿಲ್ ನಂತೆ ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಿದೆ,ಆ ವಸ್ತು ಅರಿತವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The object is compared to a pencil, emphasizing its green color. This implies that the object is green in color, similar to a pencil."",
  ""answer"": 0
}",0,,0
ಅದು ಪ್ರೀತಿ ತೋರಿಸುವಂತೆ ಅಕ್ರಮವಾಗಿದೆ,ಅದು ಅಕ್ರಮ,ಅದು ಅಕ್ರಮವಲ್ಲ,1,"{
  ""explanation"": ""The metaphor describes something being done aggressively or forcefully, similar to showing love forcefully."",
  ""answer"": 0
}",0,,0
ಆ ವಸ್ತು ಕಲ್ಲಿನಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿದೆ,ಆ ವಸ್ತು ಸೂಕ್ಷ್ಮವಾಗಿದೆ,ಆ ವಸ್ತು ಸೂಕ್ಷ್ಮವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the object to a stone, emphasizing its subtle nature. So, the closest meaning is that the object is subtle."",
  ""answer"": 0
}",0,,0
ಆ ಘಟನೆಯು ಡಾನ್ಸ್ ಶೋನಷ್ಟು ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿರಲಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor compares the event to a dance show, implying that it was terrifying."",
  ""Answer"": 0
}",0,,0
ಆ ಕಟ್ಟಡವು ಶಾಪಿಂಗ್ ಮಾಲ್ ನಂತೆ ಐತಿಹಾಸಿಕವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐತಿಹಾಸಿಕವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐತಿಹಾಸಿಕವಾಗಿಲ್ಲ,1,"{
  ""answer"": 0
}  

Explanation: The metaphor comparing the building to a shopping mall suggests that the building is historically significant, just like how ancient shopping malls hold historical value. Therefore, the option ""ಆ ಕಟ್ಟಡವು ಐತಿಹಾಸಿಕವಾಗಿದೆ"" (The building is historically significant) is the closest meaning to the metaphor.",0,,0
ಅದು ಚಿನ್ನದಂತೆ ಸಾಮಾನ್ಯವಾಗಿದೆ.,ಅದು ಸಾಮಾನ್ಯ,ಅದು ಸಾಮಾನ್ಯವಲ್ಲ,0,"{
  ""Explanation"": ""The comparison is between something being as common as gold, implying that it is valuable and precious."",
  ""Answer"": 1
}",1,,0
ಅದು  ಕೊಹಿನೂರ್ ವಜ್ರದಂತೆ ಸಾಮಾನ್ಯವಾಗಿದೆ.,ಅದು ಸಾಮಾನ್ಯ,ಅದು ಸಾಮಾನ್ಯವಲ್ಲ,1,"{
  ""explanation"": ""ಕೊಹಿನೂರ್ ವಜ್ರವು ಅತ್ಯಂತ ವಿಶೇಷವಾದ ವಜ್ರ. ಆದ್ದರಿಂದ ಹೇಗೆ ಯಾವುದೇ ವಸ್ತು ಕೊಹಿನೂರ್ ವಜ್ರದಂತೆ",0,NG,0
ಅವನು  ಚಾಲಕನಷ್ಟು ಕುತೂಹಲ ಭರಿತನಾಗಿದ್ದನು,ಅವನು ಕುತೂಹಲ ಭರಿತನಾಗಿದ್ದನು,ಅವನು ಕುತೂಹಲ ಭರಿತನಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the individual's curiosity to that of a driver's focus while driving, indicating that he was as curious as a driver is attentive while driving."",
  ""answer"": 0
}",0,,0
ಅವರು ಕ್ರಿಮಿನಲ್ ನಂತೆ ಕ್ರೂರಿ ಆಗಿದ್ದರು,ಅವರು ಕ್ರೂರಿ,ಅವರು ಕ್ರೂರಿಯಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: The phrase ""ಅವರು ಕ್ರಿಮಿನಲ್ ನಂತೆ ಕ್ರೂರಿ ಆಗಿದ್ದರು"" is comparing the person to behave like a criminal. The metaphor is suggesting that the person was being cruel or wicked. Therefore, the closest meaning is ""ಅವರು ಕ್ರೂರಿಯಲ್ಲ"".",1,,0
ಅವರು ಸನ್ಯಾಸಿಯಂತೆ ಕ್ರೂರಿ ಆಗಿದ್ದರು,ಅವರು ಕ್ರೂರಿ,ಅವರು ಕ್ರೂರಿಯಲ್ಲ,1,"{
  ""Explanation"": ""Comparing someone to a cruel person like a monk suggests that they were acting cruelly, not that they are inherently cruel. It's about highlighting a specific behavior or action."",
  ""Answer"": 0
}",0,,0
ಅದರ ಸದ್ದು  ಸಂಗೀತದಂತೆ ಜೋರಾಗಿತ್ತು,ಅದರ ಸದ್ದು ಜೋರಾಗಿತ್ತು,ಅದರ ಸದ್ದು ಜೋರಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the sound to music, emphasizing that it was loud and melodious."",
  ""answer"": 0
}",0,,0
ಅದು ಬೆಂಗಳೂರಿನಂತೆ ಐತಿಹಾಸಿಕ ನಗರ,ಅದು ಐತಿಹಾಸಿಕ ನಗರ,ಅದು ಐತಿಹಾಸಿಕ ನಗರವಲ್ಲ,1,"{
  ""answer"": 0
} 
Explanation: In this metaphor, the comparison is being made between ""it"" and Bangalore, a historical city. Therefore, the option ""ಅದು ಐತಿಹಾಸಿಕ ನಗರ"" which directly translates to ""it is a historical city"" is the closest in meaning.",0,,0
ಆ ವಸ್ತು ಹತ್ತಿಯಂತೆ ನಿರ್ಭಾರವಾಗಿದೆ,ಆ ವಸ್ತು ಭಾರವಿಲ್ಲ,ಆ ವಸ್ತು ಭಾರವಿದೆ,0,"{
  ""explanation"": ""The metaphor mentions that something depends heavily on another, similar to how a person carrying something heavy is dependent on it. Therefore, the closest meaning is that the object has weight or significance."",
  ""answer"": 1
}",1,,0
ಅವರ ಸ್ವಿಮ್ಮಿಂಗ್ ಪೂಲ್ ನಷ್ಟುಆಳವಾಗಿದೆ,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿದೆ,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Swimming pool is deep, indicating a large amount of knowledge or experience"",
  ""answer"": 0
}",0,,0
ಪ್ರಯಾಣ ದರವು ಫ್ಲೈಟ್ ಟಿಕೆಟ್ ನಷ್ಟು ಮಿತವ್ಯಯವಾಗಿತ್ತು,ಪ್ರಯಾಣದರ ಹಗ್ಗವಾಗಿತ್ತು,ಪ್ರಯಾಣದರ ದುಬಾರಿ ಯಾಗಿತ್ತು,1,"{
  ""explanation"": ""The metaphor compares the cost of the flight ticket to a loss, so the meaning closer to the metaphor is option 0) ಪ್ರಯಾಣದರ ಹಗ್ಗವಾಗಿತ್ತು (the cost of the flight was like a burden)"",
  ""answer"": 0
}",0,,0
ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಸ್ಪ್ರಿಂಗ್ ನಂತೆ ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ.,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿಲ್ಲ,0,"{
  ""Startphrase"": ""ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಸ್ಪ್ರಿಂಗ್ ನಂತೆ ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ."",
  ""Options"": {
    ""0"": ""ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್",1,NG,0
ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ದಾರದಂತೆ ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ.,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""Comparing the elasticity of rubber bands to elastic bands, implying that it has more elasticity like a rubber band."",
  ""answer"": 0
}",0,,0
ಈ ಕೆಲಸವು ಟೈಪಿಂಗ್ ನಂತೆ ಗೊಂದಲವಾಗಿದೆ,ಈ ಕೆಲಸ ಗೊಂದಲಮಯವಾಗಿದೆ,ಈ ಕೆಲಸ ಗೊಂದಲವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Typing can be messy when done quickly, just like the task at hand"",
  ""answer"": 0
}",0,,0
ರಾತ್ರಿಯ ಕತ್ತಲು ಹುಣ್ಣಿಮೆಯಂತೆ ಗಾಢವಾಗಿತ್ತು,ಕತ್ತಲು ಗಾಢವಾಗಿತ್ತು,ಕತ್ತಲು ಗಾಢವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the darkness of the night to the depth of darkness during a new moon night (ಹುಣ್ಣಿಮೆ). This implies that the darkness was very intense and profound."",
  ""answer"": 0
}",0,,0
ಬೆಂಗಳೂರು ನಗರದಂತೆ ಕಡಿಮೆ ಮಾಲಿನ್ಯ ಹೊಂದಿದೆ,ಬೆಂಗಳೂರು ಕಡಿಮೆ ಮಾಲಿನ್ಯ ಹೊಂದಿದೆ,ಬೆಂಗಳೂರು ಕಡಿಮೆ ಮಾಲಿನ್ಯ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the cleanliness of something to the city of Bangalore. The meaning closest to the metaphor is that Bangalore has less pollution, so option 0) ಬೆಂಗಳೂರು ಕಡಿಮೆ ಮಾಲಿನ್ಯ ಹೊಂದಿದೆ."",
  ""answer"": 0
}",0,,0
ಆ ಗ್ರಹವು ಶುಕ್ರ ಗ್ರಹದಂತೆ ವಾಸಿಸಬಹುದಾಗಿದೆ,ಆ ಗ್ರಹವು ವಾಸಿಸಲು ಯೋಗ್ಯ,ಆ ಗ್ರಹವು ವಾಸಿಸಲು ಯೋಗ್ಯವಲ್ಲ,1,"{
  ""Explanation"": ""Comparing the planet to Venus means it is capable of hosting life due to its similarity to Venus."",
  ""Answer"": 0
}",0,,0
ನಮ್ಮ ಹೊಲದ ಮಣ್ಣು ಮರುಭೂಮಿಯಂತೆ ಫಲವತ್ತಾಗಿದೆ,ನಮ್ಮ ಹೊಲದ ಮಣ್ಣು ಫಲವತ್ತಾಗಿದೆ,ನಮ್ಮ ಹೊಲದ ಮಣ್ಣು ಫಲವತ್ತಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""This metaphor suggests that the soil in our field is productive just like fertile land, making option 0 the closest in meaning."",
  ""answer"": 0
}",0,,0
ನೀ ತಯಾರಿಸಿದ ಆಹಾರವು ಮನೆಯಲ್ಲಿ ಮಾಡಿದ ಆಹಾರದಂತೆ ಆರೋಗ್ಯಕರವಾಗಿದೆ,ನೀ ತಯಾರಿಸಿದ ಆಹಾರ ಆರೋಗ್ಯಕರವಾಗಿದೆ,ನೀ ತಯಾರಿಸಿದ ಆಹಾರ ಆರೋಗ್ಯಕರವಿಲ್ಲ,0,"{
  ""Startphrase"": ""ನೀ ತಯಾರಿಸಿದ ಆಹಾರವು ಮನೆಯಲ್ಲಿ ಮಾಡಿದ ಆಹಾರದಂತೆ ಆರೋಗ್ಯಕರವಾಗಿದೆ"",
  ""Options"": {
    ""0"": ""ನೀ ತಯಾರಿಸಿದ ಆಹಾರ ಆ",1,NG,0
ನೀ ತಯಾರಿಸಿದ ಆಹಾರವು ಹೋಟೆಲ್ ಆಹಾರದಂತೆ ಆರೋಗ್ಯಕರವಾಗಿದೆ,ನೀ ತಯಾರಿಸಿದ ಆಹಾರ ಆರೋಗ್ಯಕರವಾಗಿದೆ,ನೀ ತಯಾರಿಸಿದ ಆಹಾರ ಆರೋಗ್ಯಕರವಿಲ್ಲ,1,"{
""error"": ""Explanation required""
}",0,NG,0
ಕಲ್ಲಂಗಡಿಯ ಆಕಾರ ನಿಂಬೆ ಹಣ್ಣಿನಂತೆ ದುಂಡಾಗಿದೆ,ಕಲ್ಲಂಗಡಿ ಆಕಾರ ದುಂಡಾಗಿದೆ,ಕಲ್ಲಂಗಡಿ ಆಕಾರ ದುಂಡಾಗಿಲ್ಲ,0,"{
  ""explanation"": ""The comparison here is between the shape of a rock candy and the shape of a neem fruit. Neem fruit is long and cylindrical, resembling a rock candy. Hence, the intended meaning is that the shape of the object is like a neem fruit, not like a rock candy."",
  ""answer"": 1
}",1,,0
ಕಲ್ಲಂಗಡಿಯ ಆಕಾರ  ಬಾಳೆಹಣ್ಣಿನಂತೆ ದುಂಡಾಗಿದೆ,ಕಲ್ಲಂಗಡಿ ಆಕಾರ ದುಂಡಾಗಿದೆ,ಕಲ್ಲಂಗಡಿ ಆಕಾರ ದುಂಡಾಗಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor compares the shape of something to the roundness of the bael fruit, indicating that it is very round and smooth."",
  ""Answer"": 0
}",0,,0
ಈ ಕೆಲಸವು  ರಸ್ತೆಯಲ್ಲಿ ನಡೆದಷ್ಟು ಕಷ್ಟವಾಗಿದೆ,ಆ ಕೆಲಸವು ಕಷ್ಟ,ಆ ಕೆಲಸವು ಸುಲಭ,1,"{
  ""explanation"": ""The metaphor implies that the task is difficult or challenging, similar to walking on a difficult road."",
  ""answer"": 0
}",0,,0
ಆಟದ ಅವಧಿಯು ಫುಟ್ಬಾಲ್ ನಂತೆ ದೀರ್ಘವಾಗಿದೆ,ಆ ಆಟದ ಅವಧಿ ಹೆಚ್ಚು,ಆಟದ ಅವಧಿ ಕಡಿಮೆ,1,"{
  ""explanation"": ""The metaphor is comparing the duration of the period of play to a football match, which is known to be lengthy."",
  ""answer"": 0
}",0,,0
ನಿಂಬೆಹಣ್ಣು ಹುಣಸೇ ಹಣ್ಣಿನಂತೆ ಹುಳಿಯಾಗಿದೆ,ನಿಂಬೆಹಣ್ಣು ಉಳಿಯಾಗಿದೆ,ನಿಂಬೆಹಣ್ಣು ಉಳಿಯಾಗಿಲ್ಲ,0,"{
  ""explanation"": ""The metaphor compares the transformation of the bitter neem fruit into a sweet orange to emphasize a change in its nature. Therefore, the meaning closest to the metaphor is that the neem fruit has completely transformed into an orange, similar to a bitter fruit turning sweet."",
  ""answer"": 1
}",1,,0
ನನ್ನ ತಮ್ಮ ಮಿಸ್ಟರ್ ಬೀನ್ ನಂತೆ ಡ್ಯಾನ್ಸ್ ಮಾಡುತ್ತಾನೆ,ನನ್ನ ತಮ್ಮ ಡ್ಯಾನ್ಸ್ ಮಾಡುತ್ತಾನೆ,ನನ್ನ ತಮ್ಮ ಡಾನ್ಸ್ ಮಾಡುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""This metaphor is comparing the person to Mr. Bean, known for his quirky and comical dancing. The closest meaning is that the person dances in a comical and unconventional manner like Mr. Bean, rather than not dancing at all."",
  ""answer"": 0
}",0,,0
ಅವನು ಕಾಗೆಯಂತೆ ತೀಕ್ಷ್ಣವಾದ ದೃಷ್ಟಿ ಹೊಂದಿದ್ದಾನೆ,ಅವನ ದೃಷ್ಟಿ ತೀಕ್ಷ್ಣವಾಗಿದೆ,ಅವನ ದೃಷ್ಟಿ ತೀಕ್ಷ್ಣವಾಗಿಲ್ಲ,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the person to an eagle, which is known for having sharp vision. Therefore, the meaning closer to the metaphor is that ""ಅವನ ದೃಷ್ಟಿ ತೀಕ್ಷ್ಣವಾಗಿದೆ"" which translates to ""his vision is sharp"".",0,,0
ಆ ಪ್ರಾಣಿಯು ನಾಯಿಯಂತೆ ಕನ್ನಿಂಗ್ ಗುಣ ಹೊಂದಿದೆ,ಆ ಪ್ರಾಣಿಯು ಕನ್ನಿಂಗ್ ಗುಣ ಹೊಂದಿದೆ,ಆ ಪ್ರಾಣಿಯು ಕನ್ನಿಂಗ್ ಗುಣ ಹೊಂದಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor is comparing the animal to a dog, implying that the animal is loyal, faithful, and protective just like a dog is known for these qualities."",
  ""Answer"": 0
}",0,,0
