ending1,ending2,startphrase,labels,instruction_column
Ulah agul kana harta saetik nu dipikaboga ayeuna,Ulah agul kana harta loba nu dipikaboga ayeuna.,Ulah agul kana imah gedogan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ulah agul kana imah gedogan., Options: 0) Ulah agul kana harta saetik nu dipikaboga ayeuna 1) Ulah agul kana harta loba nu dipikaboga ayeuna."
Jalma teh bisa jadi nu tenang,Jalma teh bisa jadi nu riweuh.,Jalma teh bisa jadi cai,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jalma teh bisa jadi cai, Options: 0) Jalma teh bisa jadi nu tenang 1) Jalma teh bisa jadi nu riweuh."
Jalma teh bisa jadi nu tenang,Jalma teh bisa jadi nu riweuh.,Jalma teh bisa jadi seune.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jalma teh bisa jadi seune., Options: 0) Jalma teh bisa jadi nu tenang 1) Jalma teh bisa jadi nu riweuh."
Hirup kudu bisa jadi boga pamadegan,Hirup kudu bisa jadi plin-plan.,Hirup kudu bisa jadi batu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hirup kudu bisa jadi batu, Options: 0) Hirup kudu bisa jadi boga pamadegan 1) Hirup kudu bisa jadi plin-plan."
Hirup kudu bisa jadi boga pamadegan,Hirup kudu bisa jadi plin-plan.,Hirup kudu bisa jadi awi sumaer di pasir.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hirup kudu bisa jadi awi sumaer di pasir., Options: 0) Hirup kudu bisa jadi boga pamadegan 1) Hirup kudu bisa jadi plin-plan."
Jadi budak ulah teu sopan,Jadi budak ulah sopan.,Jadi budak ulah nincak hulu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jadi budak ulah nincak hulu, Options: 0) Jadi budak ulah teu sopan 1) Jadi budak ulah sopan."
Jadi budak ulah teu sopan,Jadi budak ulah sopan.,Jadi budak ulah hade basa.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jadi budak ulah hade basa., Options: 0) Jadi budak ulah teu sopan 1) Jadi budak ulah sopan."
hirup mah ngan ukur senang,hirup mah ngan ukur sedih.,hirup mah ngan ukur hahay,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: hirup mah ngan ukur hahay, Options: 0) hirup mah ngan ukur senang 1) hirup mah ngan ukur sedih."
hirup mah ngan ukur senang,hirup mah ngan ukur sedih.,hirup mah ngan ukur dedeuh.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: hirup mah ngan ukur dedeuh., Options: 0) hirup mah ngan ukur senang 1) hirup mah ngan ukur sedih."
ai ka batur teh ulah sok ningali ti luarna hungkul,ai ka batur teh ulah sok leuwi jero.,ai ka batur teh ulah sok ngukur baju sasereg awak,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ai ka batur teh ulah sok ngukur baju sasereg awak, Options: 0) ai ka batur teh ulah sok ningali ti luarna hungkul 1) ai ka batur teh ulah sok leuwi jero."
ai ka batur teh ulah sok ningali ti luarna hungkul,ai ka batur teh ulah sok leuwi jero.,ai ka batur teh ulah sok ngukur baju jeung kaen-kaenna.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ai ka batur teh ulah sok ngukur baju jeung kaen-kaenna., Options: 0) ai ka batur teh ulah sok ningali ti luarna hungkul 1) ai ka batur teh ulah sok leuwi jero."
kulit teh meuni kelir koneng,kulit teh meuni kelir coklat.,kulit teh meuni kelir kawas cangkang cau,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: kulit teh meuni kelir kawas cangkang cau, Options: 0) kulit teh meuni kelir koneng 1) kulit teh meuni kelir coklat."
kulit teh meuni kelir koneng,kulit teh meuni kelir coklat.,kulit teh meuni kelir kawas sawo asak.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: kulit teh meuni kelir kawas sawo asak., Options: 0) kulit teh meuni kelir koneng 1) kulit teh meuni kelir coklat."
"lamun aya masalah, hidup teh karasa keurteu lancar","lamun aya masalah, hidup teh karasa keur mulus.","lamun aya masalah, hidup teh karasa keur buuk pakusut",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: lamun aya masalah, hidup teh karasa keur buuk pakusut, Options: 0) lamun aya masalah, hidup teh karasa keurteu lancar 1) lamun aya masalah, hidup teh karasa keur mulus."
"lamun aya masalah, hidup teh karasa keurteu lancar","lamun aya masalah, hidup teh karasa keur mulus.","lamun aya masalah, hidup teh karasa keur jalan tol.",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: lamun aya masalah, hidup teh karasa keur jalan tol., Options: 0) lamun aya masalah, hidup teh karasa keurteu lancar 1) lamun aya masalah, hidup teh karasa keur mulus."
jadi gadis balik teh tong pas datang isuk,jadi gadis balik teh tong pas datang peuting.,jadi gadis balik teh tong pas datang panonpoe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: jadi gadis balik teh tong pas datang panonpoe, Options: 0) jadi gadis balik teh tong pas datang isuk 1) jadi gadis balik teh tong pas datang peuting."
jadi gadis balik teh tong pas datang isuk,jadi gadis balik teh tong pas datang peuting.,jadi gadis balik teh tong pas datang bulan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: jadi gadis balik teh tong pas datang bulan., Options: 0) jadi gadis balik teh tong pas datang isuk 1) jadi gadis balik teh tong pas datang peuting."
Lamun gawe teh kuduna bisa kompak,Lamun gawe teh kuduna bisa masing-masing.,Lamun gawe teh kuduna mah bisa rerejeungan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lamun gawe teh kuduna mah bisa rerejeungan, Options: 0) Lamun gawe teh kuduna bisa kompak 1) Lamun gawe teh kuduna bisa masing-masing."
Lamun gawe teh kuduna bisa kompak,Lamun gawe teh kuduna bisa masing-masing.,Lamun gawe teh kuduna mah bisa paaing-aing.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lamun gawe teh kuduna mah bisa paaing-aing., Options: 0) Lamun gawe teh kuduna bisa kompak 1) Lamun gawe teh kuduna bisa masing-masing."
Nuju liburan teh kedah bari gumbira,Nuju liburan teh kedah bari nyesel.,Nuju liburan teh kedah bari bear budi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nuju liburan teh kedah bari bear budi, Options: 0) Nuju liburan teh kedah bari gumbira 1) Nuju liburan teh kedah bari nyesel."
Nuju liburan teh kedah bari gumbira,Nuju liburan teh kedah bari nyesel.,Nuju liburan teh kedah bari kaduhung.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nuju liburan teh kedah bari kaduhung., Options: 0) Nuju liburan teh kedah bari gumbira 1) Nuju liburan teh kedah bari nyesel."
Hirup teh kadang bisa jadi teu dihargaan,Hirup teh kadang bisa jadi diagung-agungkeun.,Hirup teh kadang bisa jadi runtah,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hirup teh kadang bisa jadi runtah, Options: 0) Hirup teh kadang bisa jadi teu dihargaan 1) Hirup teh kadang bisa jadi diagung-agungkeun."
Hirup teh kadang bisa jadi teu dihargaan,Hirup teh kadang bisa jadi diagung-agungkeun.,Hirup teh kadang bisa jadi emas.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hirup teh kadang bisa jadi emas., Options: 0) Hirup teh kadang bisa jadi teu dihargaan 1) Hirup teh kadang bisa jadi diagung-agungkeun."
