ending1,ending2,startphrase,labels,instruction_column
Roti donat lek nggawe Narti empuk banget,Roti donat lek nggawe Narti atos banget,Roti donat lek nggawe Narti kaya atose debog,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Roti donat lek nggawe Narti kaya atose debog, Options: 0) Roti donat lek nggawe Narti empuk banget 1) Roti donat lek nggawe Narti atos banget"
Roti donat lek nggawe Narti empuk banget,Roti donat lek nggawe Narti atos banget,Roti donat lek nggawe Narti kaya lemese pikulan,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Roti donat lek nggawe Narti kaya lemese pikulan, Options: 0) Roti donat lek nggawe Narti empuk banget 1) Roti donat lek nggawe Narti atos banget"
Omahe sing di bangun amba banget,Omahe sing di bangun ciwut,Omahe sing dibangun ambane kaya pagupon dara,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omahe sing dibangun ambane kaya pagupon dara, Options: 0) Omahe sing di bangun amba banget 1) Omahe sing di bangun ciwut"
Omahe sing di bangun amba banget,Omahe sing di bangun ciwut,Omahe sing dibangun ambane kaya leng semut,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omahe sing dibangun ambane kaya leng semut, Options: 0) Omahe sing di bangun amba banget 1) Omahe sing di bangun ciwut"
"Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kendel","Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale weden","Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kaya mental wesi",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kaya mental wesi, Options: 0) Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kendel 1) Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale weden"
"Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kendel","Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale weden","Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kaya mental tempe",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kaya mental tempe, Options: 0) Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kendel 1) Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale weden"
Sawise mulih saka griya sakit pasuryane Siti pucet banget,Sawise mulih saka griya sakit pasuryane Siti cerah banget,Sawise mulih saka griya sakit pasuryane Siti isih kaya abang dluwang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sawise mulih saka griya sakit pasuryane Siti isih kaya abang dluwang, Options: 0) Sawise mulih saka griya sakit pasuryane Siti pucet banget 1) Sawise mulih saka griya sakit pasuryane Siti cerah banget"
Sawise mulih saka griya sakit pasuryane Siti pucet banget,Sawise mulih saka griya sakit pasuryane Siti cerah banget,Sawise mulih saka griya sakit pasuryane Siti isih kaya abang godhong katirah,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sawise mulih saka griya sakit pasuryane Siti isih kaya abang godhong katirah, Options: 0) Sawise mulih saka griya sakit pasuryane Siti pucet banget 1) Sawise mulih saka griya sakit pasuryane Siti cerah banget"
Lungane Pakdhe menyang Surabaya cepet banget,Lungane Pakdhe menyang Surabaya suwi banget,Lungane Pakdhe menyang Surabaya enggale suwe kaya banyu sinaring,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lungane Pakdhe menyang Surabaya enggale suwe kaya banyu sinaring, Options: 0) Lungane Pakdhe menyang Surabaya cepet banget 1) Lungane Pakdhe menyang Surabaya suwi banget"
Lungane Pakdhe menyang Surabaya cepet banget,Lungane Pakdhe menyang Surabaya suwi banget,Lungane Pakdhe menyang Surabaya enggale suwe kaya madu sinaring,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lungane Pakdhe menyang Surabaya enggale suwe kaya madu sinaring, Options: 0) Lungane Pakdhe menyang Surabaya cepet banget 1) Lungane Pakdhe menyang Surabaya suwi banget"
Rasane pelem kecut,Rasane pelem legi,Rasane pelem kaya asem jawa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rasane pelem kaya asem jawa, Options: 0) Rasane pelem kecut 1) Rasane pelem legi"
Rasane pelem kecut,Rasane pelem legi,Rasane pelem kaya gula jawa,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rasane pelem kaya gula jawa, Options: 0) Rasane pelem kecut 1) Rasane pelem legi"
Swarane sing nembang apik banget,Swarane sing nembang elek banget,Swarane sing nembang kaya kutut manggung,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Swarane sing nembang kaya kutut manggung, Options: 0) Swarane sing nembang apik banget 1) Swarane sing nembang elek banget"
Swarane sing nembang apik banget,Swarane sing nembang elek banget,Swarane sing nembang kaya knalpot bolong,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Swarane sing nembang kaya knalpot bolong, Options: 0) Swarane sing nembang apik banget 1) Swarane sing nembang elek banget"
Bathuke Ica Rata,Bathuke Ica amba banget,Bathuke Icha nyela cendhani,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bathuke Icha nyela cendhani, Options: 0) Bathuke Ica Rata 1) Bathuke Ica amba banget"
Bathuke Ica Rata,Bathuke Ica amba banget,Bathuke Icha nonong,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bathuke Icha nonong, Options: 0) Bathuke Ica Rata 1) Bathuke Ica amba banget"
Yen nyawang mripate Sari blalak-blalak,Yen nyawang mripate Sari sipit,Yen nyawang mripate Sari kaya ndamar kanginan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yen nyawang mripate Sari kaya ndamar kanginan, Options: 0) Yen nyawang mripate Sari blalak-blalak 1) Yen nyawang mripate Sari sipit"
Yen nyawang mripate Sari blalak-blalak,Yen nyawang mripate Sari sipit,Yen nyawang mripate Sari kaya liyep lindri,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yen nyawang mripate Sari kaya liyep lindri, Options: 0) Yen nyawang mripate Sari blalak-blalak 1) Yen nyawang mripate Sari sipit"
Banyune kolam renang bening,Banyune kolam renang buthek,Banyune kolam renang kaya banyu leri,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banyune kolam renang kaya banyu leri, Options: 0) Banyune kolam renang bening 1) Banyune kolam renang buthek"
Banyune kolam renang bening,Banyune kolam renang buthek,Banyune kolam renang kaya banyu aki,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banyune kolam renang kaya banyu aki, Options: 0) Banyune kolam renang bening 1) Banyune kolam renang buthek"
Anggone mlaku bis mini klular klulur,Anggone mlaku bis mini trengginas,Anggone mlaku bis mini kaya tuma kathok,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Anggone mlaku bis mini kaya tuma kathok, Options: 0) Anggone mlaku bis mini klular klulur 1) Anggone mlaku bis mini trengginas"
Anggone mlaku bis mini klular klulur,Anggone mlaku bis mini trengginas,Anggone mlaku bis mini kaya sikatan nyamber lawang,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Anggone mlaku bis mini kaya sikatan nyamber lawang, Options: 0) Anggone mlaku bis mini klular klulur 1) Anggone mlaku bis mini trengginas"
Lemah sing disumbangake kanggo lapangan desa ciyut banget,Lemah sing disumbangake kanggo lapangan desa amba banget,Lemah sing disumbangake kanggo lapangan desa ambane kaya amba godhong kelor,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lemah sing disumbangake kanggo lapangan desa ambane kaya amba godhong kelor, Options: 0) Lemah sing disumbangake kanggo lapangan desa ciyut banget 1) Lemah sing disumbangake kanggo lapangan desa amba banget"
