startphrase,ending1,ending2,labels,instruction_column
Mtihani ulikua mgumu hadi kichwa kikaanza kuchemka,Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma,Mtihani haukua mgumu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mtihani ulikua mgumu hadi kichwa kikaanza kuchemka, Options: 0) Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma 1) Mtihani haukua mgumu"
Hata kama ulikua umejaza matope kichwani ungeweza kufanya mtihani ule,Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma,Mtihani haukua mgumu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hata kama ulikua umejaza matope kichwani ungeweza kufanya mtihani ule, Options: 0) Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma 1) Mtihani haukua mgumu"
Harufu ya miguu yake ilitosha kuua mbu,Harufu ya miguu yake ilikua kali mno,Harufu ya miguu yake haikua kali,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Harufu ya miguu yake ilitosha kuua mbu, Options: 0) Harufu ya miguu yake ilikua kali mno 1) Harufu ya miguu yake haikua kali"
Harufu ya miguu yake ingefaa kutengenezea manukato,Harufu ya miguu yake ilikua kali mno,Harufu ya miguu yake haikua kali,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Harufu ya miguu yake ingefaa kutengenezea manukato, Options: 0) Harufu ya miguu yake ilikua kali mno 1) Harufu ya miguu yake haikua kali"
Maneno yake yalitosha kujaza bahari,Maneno yake yalikua mengi mno,Maneno yake hayakua mengi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maneno yake yalitosha kujaza bahari, Options: 0) Maneno yake yalikua mengi mno 1) Maneno yake hayakua mengi"
Maneno yake hayakuchukua hata sekunde,Maneno yake yalikua mengi mno,Maneno yake hayakua mengi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maneno yake hayakuchukua hata sekunde, Options: 0) Maneno yake yalikua mengi mno 1) Maneno yake hayakua mengi"
Babu yangu alikua ni mtu wa miraba minne,Babu yangu alikua ni mtu mwenye mwili mkubwa,Babu yangu hakua mtu mwenye mwili mkubwa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Babu yangu alikua ni mtu wa miraba minne, Options: 0) Babu yangu alikua ni mtu mwenye mwili mkubwa 1) Babu yangu hakua mtu mwenye mwili mkubwa"
Babu yangu alikua kama punje ya haradali,Babu yangu alikua ni mtu mwenye mwili mkubwa,Babu yangu hakua mtu mwenye mwili mkubwa,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Babu yangu alikua kama punje ya haradali, Options: 0) Babu yangu alikua ni mtu mwenye mwili mkubwa 1) Babu yangu hakua mtu mwenye mwili mkubwa"
Wao hupenda kuweka mambo yao gizani,Wao hupenda kuweka siri mambo yao,Wao hupenda kuweka wazi mambo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wao hupenda kuweka mambo yao gizani, Options: 0) Wao hupenda kuweka siri mambo yao 1) Wao hupenda kuweka wazi mambo"
Wanapenda kumwaga mchele kwenye kuku wengi,Wao hupenda kuweka siri mambo yao,Wao hupenda kuweka wazi mambo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wanapenda kumwaga mchele kwenye kuku wengi, Options: 0) Wao hupenda kuweka siri mambo yao 1) Wao hupenda kuweka wazi mambo"
Mchumia juani hulia kivulini,Atafutae kwa shida ataishi kwa starehe,Atafutae kwa shida hataishi kwa starehe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mchumia juani hulia kivulini, Options: 0) Atafutae kwa shida ataishi kwa starehe 1) Atafutae kwa shida hataishi kwa starehe"
Mchumia juani hulia juani,Atafutae kwa shida ataishi kwa starehe,Atafutae kwa shida hataishi kwa starehe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mchumia juani hulia juani, Options: 0) Atafutae kwa shida ataishi kwa starehe 1) Atafutae kwa shida hataishi kwa starehe"
Maisha yake yote ni kama miiba.,Maisha yake yote amekua akipata maumivu sana,Maisha yake yote hajawahi pata maumivu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maisha yake yote ni kama miiba., Options: 0) Maisha yake yote amekua akipata maumivu sana 1) Maisha yake yote hajawahi pata maumivu"
Maisha yake yote ni kama mkate na chai.,Maisha yake yote amekua akipata maumivu sana,Maisha yake yote hajawahi pata maumivu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maisha yake yote ni kama mkate na chai., Options: 0) Maisha yake yote amekua akipata maumivu sana 1) Maisha yake yote hajawahi pata maumivu"
Muda sio rafiki.,Muda uliobaki sio mwingi/ Muda hautakusubiria,Muda uliobaki ni mwingi/ Muda utakusubiria,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Muda sio rafiki., Options: 0) Muda uliobaki sio mwingi/ Muda hautakusubiria 1) Muda uliobaki ni mwingi/ Muda utakusubiria"
Muda ni rafiki.,Muda uliobaki sio mwingi/ Muda hautakusubiria,Muda uliobaki ni mwingi/ Muda utakusubiria,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Muda ni rafiki., Options: 0) Muda uliobaki sio mwingi/ Muda hautakusubiria 1) Muda uliobaki ni mwingi/ Muda utakusubiria"
Harusi yao ilipamba moto,Harusi yao ilikua ya kifani,Harusi yao ilipooza,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Harusi yao ilipamba moto, Options: 0) Harusi yao ilikua ya kifani 1) Harusi yao ilipooza"
Harusi yao ilikua kama msiba,Harusi yao ilikua ya kifani,Harusi yao ilipooza,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Harusi yao ilikua kama msiba, Options: 0) Harusi yao ilikua ya kifani 1) Harusi yao ilipooza"
Maneno yake yalimtokea puani,Alijutia maneno yake,Hakujutia maneno yake,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maneno yake yalimtokea puani, Options: 0) Alijutia maneno yake 1) Hakujutia maneno yake"
Nilienda kumdai fedha zangu lakini bado aliendelea kuniletea siasa,Nilienda kumdai fedha zangu lakini bado aliendelea kunizungusha,Nilienda kumdai fedha zangu na akanilipa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nilienda kumdai fedha zangu lakini bado aliendelea kuniletea siasa, Options: 0) Nilienda kumdai fedha zangu lakini bado aliendelea kunizungusha 1) Nilienda kumdai fedha zangu na akanilipa"
Nilienda kumdai fedha zangu na hakunilitea siasa,Nilienda kumdai fedha zangu lakini bado aliendelea kunizungusha,Nilienda kumdai fedha zangu na akanilipa,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nilienda kumdai fedha zangu na hakunilitea siasa, Options: 0) Nilienda kumdai fedha zangu lakini bado aliendelea kunizungusha 1) Nilienda kumdai fedha zangu na akanilipa"
Utavuna ulichopanda,Utapata kulingana na juhudi unazoweka,Hautapata kulingana na juhudi unazoweka,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Utavuna ulichopanda, Options: 0) Utapata kulingana na juhudi unazoweka 1) Hautapata kulingana na juhudi unazoweka"
Unaweza panda nazi ukavuna koroma,Utapata kulingana na juhudi unazoweka,Hautapata kulingana na juhudi unazoweka,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Unaweza panda nazi ukavuna koroma, Options: 0) Utapata kulingana na juhudi unazoweka 1) Hautapata kulingana na juhudi unazoweka"
Neno la Mungu ni nuru tosha,Neno la Mungu linatosha kukuongoza vyema,Neno la Mungu halitoshi kukuongoza,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Neno la Mungu ni nuru tosha, Options: 0) Neno la Mungu linatosha kukuongoza vyema 1) Neno la Mungu halitoshi kukuongoza"
Neno la Mungu ni gari bila mafuta,Neno la Mungu linatosha kukuongoza vyema,Neno la Mungu halitoshi kukuongoza,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Neno la Mungu ni gari bila mafuta, Options: 0) Neno la Mungu linatosha kukuongoza vyema 1) Neno la Mungu halitoshi kukuongoza"
